uuid,codigo,fecha,lluvia_acu
bdf849daba6b28aed48ae91007921db65ae11b5c25d775e2b38aeda14e631ddb,11,2024-04-07 00:00:00,0.0
404bc4aad4bb1751ac93684b9520bf7f1880208653e43ac76036e7b3a5747056,11,2024-04-07 00:10:00,0.0
91f411ad9d87ea4754f994c823d37a3c5fffd566fedc5c2c773c79834f884836,11,2024-04-07 00:20:00,0.0
68a497179766dee148cb5fbb040af589f1b6da8918bae86994057b7def0b5fe2,11,2024-04-07 00:30:00,0.0
29593532da66919b4f2eca38df41862803d7fef34b14c5a0ca967e8c3a3528e3,11,2024-04-07 00:40:00,0.0
ac49ce0ac42fd3c9ee91f025bacb54a2513ffd4b67bed4a7123cb8e82632f655,11,2024-04-07 00:50:00,0.0
4387094c314199cf1e50b82fc4d0fe711d23451a0ca39468f1943e9022920827,11,2024-04-07 01:00:00,0.0
8725597a04135dba4b6484259ed012d1a03287a70299734e5ede6eb16e0b959f,11,2024-04-07 01:10:00,0.0
d6ea16f0821d9d745ff6ad0b5ba1894dde5a91dfba48546107085d959e23ef0a,11,2024-04-07 01:20:00,0.0
31d35cb44be4d95b54877b002229239935b7924dc22cb7ce219220d113624503,11,2024-04-07 01:30:00,0.0
ccaaa0c1d5a352fe06501a0906a97e2d76c49d88d54f8f0e5e85a706c0d7e64c,11,2024-04-07 01:40:00,0.0
98c1ceefdfd8783717181bd0ac5a42184c9b0a71db357d6ce935927a211c6950,11,2024-04-07 01:50:00,0.0
0dffa53ae652b35d94ed7a2471776e02a67c0d6cba358289d9d9c3f58d00299e,11,2024-04-07 02:00:00,0.0
f711710802ea985d1bb6f1596616bb8a34c05e5108d974c7dba78e97d6c1b505,11,2024-04-07 02:10:00,0.0
8051d3915e9027780c7c63c987a96983feb24313779074f1e63ff864b1a7c886,11,2024-04-07 02:20:00,0.0
767dff2c131268fbdf39e09fa6b5dbfd50eae757066486a4cf59bc7c64319117,11,2024-04-07 02:30:00,0.0
63abf30ce0ac98f36da3fb6bd485f08582eaa0d72891b38eba68fb84906652c2,11,2024-04-07 02:40:00,0.0
2a6dfde6e65244da2e621a89e8a16148f39c18bcc8130239981b2daa96da0989,11,2024-04-07 02:50:00,0.0
33c707ee2228816d6bdddef0928a9b3ae106024fb6599f4a9c8f04522d3e9c8a,11,2024-04-07 03:00:00,0.0
acd2f59e84caea4346d75344f3d31db8499aab0153df2811be4418e65ff9abc9,11,2024-04-07 03:10:00,0.0
b8cd763adaf31249502dfcaa2f3fe532ed678867e619d4a2c7bee0e04c9de14c,11,2024-04-07 03:20:00,1.3
b0a6cc74ec3b7d5a550e98a10f109d3fe430add2d8a204c9fbee100c0252364e,11,2024-04-07 03:30:00,0.0
dba7efd739d2e6fa634cb147fa66c7c146e6ebfe6bcb96f829d044e499e57c90,11,2024-04-07 03:40:00,0.0
977e63510ccc7d58081166129fb27cd87aa56cd40b06087922973074b7647989,11,2024-04-07 03:50:00,0.0
965fe95add44ed005d6bbf94d50d229d2a2a49855f09a0139993cf3deaaf91f6,11,2024-04-07 04:00:00,0.0
e96524eb438a4f0ac3e9fd4cc39c7cd0acff947396f0b8b779f21b4fd7b989d6,11,2024-04-07 04:10:00,0.0
a16c2fe300b7470ab031c131a6f0ed7e5046058419e96f42bc4f06a7331c000b,11,2024-04-07 04:20:00,0.2
8d01b20f661bede98a31f90bebd0c04a7a640aa425687e5e0215468ef94667df,11,2024-04-07 04:30:00,0.0
1b05469ede2dc724744c963ade22caa126f9aec90f27e51636aa763ad7ee3967,11,2024-04-07 04:40:00,0.0
ef3ded3a22824871b0824952cd72a0b7c02e813bb9d7262587d58c470cd3dac1,11,2024-04-07 04:50:00,0.0
